,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction_v2
10797,10938,Male,Loyal Customer,48.0,Business travel,Eco,312,3,2,2,2,3.0,3.0,3,3,1,5,2.0,2,3,3,0,0.0,1
22950,23195,Female,Loyal Customer,36.0,Business travel,Eco Plus,223,4,4,4,4,4.0,4.0,4,4,2,1,3.0,1,4,4,0,3.0,1
73388,74634,Female,Loyal Customer,69.0,Business travel,Eco,842,2,3,3,3,3.0,4.0,4,2,2,2,2.0,1,2,4,0,0.0,1
86887,88140,Female,Loyal Customer,60.0,Business travel,Business,1605,1,1,1,1,5.0,4.0,5,5,5,5,5.0,4,5,4,0,0.0,0
13631,13788,Female,Loyal Customer,44.0,Personal Travel,Eco,925,3,4,3,2,2.0,5.0,5,4,4,3,4.0,4,4,4,16,1.0,1
2918,3009,Female,Loyal Customer,47.0,Business travel,Business,2989,1,1,1,1,4.0,5.0,4,5,5,5,5.0,5,5,3,0,0.0,0
102937,104190,Female,Loyal Customer,15.0,Personal Travel,Eco Plus,349,2,5,2,3,2.0,2.0,2,2,3,5,5.0,4,4,2,60,75.0,1
64767,66013,Male,Loyal Customer,30.0,Business travel,Business,1345,4,4,3,4,4.0,4.0,4,4,4,3,4.0,3,5,4,0,2.0,0
29791,30085,Male,Loyal Customer,34.0,Personal Travel,Eco,1192,2,5,2,4,5.0,2.0,5,5,4,5,4.0,4,5,5,0,0.0,1
42338,43003,Male,Loyal Customer,,Business travel,Business,2595,4,4,4,4,1.0,1.0,5,5,5,5,5.0,5,5,3,0,0.0,0
65648,66894,Female,disloyal Customer,29.0,Business travel,Business,918,4,4,4,3,4.0,4.0,4,4,4,1,2.0,2,2,4,0,0.0,1
36776,37366,Male,Loyal Customer,32.0,Business travel,Business,2271,2,2,2,2,5.0,5.0,5,5,5,3,4.0,3,2,5,32,2.0,0
81226,82479,Female,Loyal Customer,48.0,Personal Travel,Eco,502,1,5,1,2,2.0,4.0,5,2,2,1,5.0,5,2,5,0,0.0,1
40852,41516,Female,Loyal Customer,30.0,Business travel,Business,1235,2,4,2,2,5.0,5.0,5,5,5,5,1.0,4,3,5,8,0.0,0
41121,41785,Female,Loyal Customer,51.0,Personal Travel,Eco Plus,508,5,5,4,1,2.0,5.0,5,5,5,4,5.0,3,5,3,0,0.0,0
27066,27329,Female,Loyal Customer,53.0,Business travel,Business,697,3,3,3,3,2.0,3.0,4,4,4,4,4.0,2,4,4,5,24.0,0
6125,6229,Male,Loyal Customer,60.0,Business travel,Eco,594,2,4,4,4,2.0,2.0,2,2,4,4,3.0,1,3,2,36,36.0,1
93139,94392,Female,Loyal Customer,46.0,Business travel,Business,3335,0,0,0,5,3.0,4.0,4,5,5,5,5.0,3,5,4,1,0.0,0
84116,85369,Male,Loyal Customer,60.0,Business travel,Business,2400,3,3,4,3,2.0,5.0,4,5,5,4,5.0,3,5,5,0,1.0,0
62551,63797,Female,Loyal Customer,22.0,Personal Travel,Eco,1721,4,4,4,2,4.0,4.0,4,4,4,5,5.0,5,4,4,31,0.0,1
35410,36000,Female,Loyal Customer,46.0,Business travel,Business,1956,2,2,2,2,3.0,5.0,4,5,5,5,5.0,3,5,3,0,0.0,0
78487,79737,Female,Loyal Customer,47.0,Business travel,Eco Plus,749,3,1,3,1,3.0,4.0,4,3,3,3,3.0,2,3,4,50,34.0,1
79198,80448,Male,disloyal Customer,48.0,Business travel,Business,1299,2,2,2,3,5.0,2.0,5,5,4,2,5.0,4,5,5,2,0.0,1
96651,97904,Female,Loyal Customer,50.0,Business travel,Business,3556,3,3,3,3,5.0,5.0,4,2,2,2,2.0,4,2,5,2,0.0,0
88229,89482,Female,Loyal Customer,42.0,Business travel,Business,1931,2,2,2,2,4.0,5.0,5,4,4,4,4.0,5,4,4,0,0.0,0
33358,33946,Female,Loyal Customer,36.0,Business travel,Business,1951,1,0,0,4,1.0,4.0,4,2,2,0,2.0,1,2,3,0,0.0,1
69271,70517,Female,Loyal Customer,21.0,Business travel,Business,2319,5,5,5,5,4.0,4.0,4,4,4,2,5.0,4,5,4,0,0.0,0
11526,11683,Female,Loyal Customer,63.0,Personal Travel,Business,429,1,4,1,1,2.0,5.0,4,3,3,1,3.0,3,3,3,0,0.0,1
90126,91379,Male,Loyal Customer,42.0,Business travel,Business,2218,4,4,4,4,3.0,4.0,4,4,4,4,4.0,5,4,4,7,0.0,0
12759,12916,Male,Loyal Customer,55.0,Business travel,Eco,794,2,1,1,1,2.0,2.0,2,2,2,2,3.0,3,4,2,0,0.0,1
13153,13310,Female,disloyal Customer,66.0,Business travel,Eco,448,1,0,0,3,2.0,0.0,2,2,3,2,3.0,1,4,2,4,0.0,1
45702,46456,Male,disloyal Customer,38.0,Business travel,Business,196,2,2,2,3,2.0,2.0,5,2,4,4,4.0,4,5,2,43,45.0,1
23816,24079,Male,disloyal Customer,46.0,Personal Travel,Eco,866,2,4,2,3,2.0,2.0,2,2,4,5,5.0,3,5,2,0,0.0,1
15220,15394,Male,Loyal Customer,51.0,Business travel,Business,2609,2,1,1,1,2.0,3.0,3,2,2,2,2.0,2,2,3,3,12.0,1
114044,115297,Male,Loyal Customer,46.0,Business travel,Business,342,5,5,5,5,4.0,4.0,5,4,4,4,4.0,5,4,4,46,37.0,0
40052,40716,Male,Loyal Customer,18.0,Business travel,Business,584,5,5,5,5,4.0,4.0,4,4,2,1,2.0,5,2,4,0,0.0,0
17881,18063,Female,Loyal Customer,40.0,Business travel,Business,3478,2,5,5,5,3.0,4.0,4,2,2,2,2.0,2,2,2,76,60.0,1
120621,121895,Female,Loyal Customer,39.0,Personal Travel,Eco,337,1,2,1,3,2.0,1.0,1,2,1,2,4.0,1,3,2,0,0.0,1
19602,19794,Male,Loyal Customer,67.0,Personal Travel,Eco,760,3,5,3,3,1.0,3.0,1,1,1,5,3.0,4,1,1,6,0.0,1
53094,54340,Female,Loyal Customer,34.0,Personal Travel,Eco,1597,3,4,4,1,5.0,4.0,5,5,5,4,5.0,3,4,5,0,0.0,1
7794,7898,Male,Loyal Customer,48.0,Business travel,Business,2079,4,4,3,4,2.0,4.0,4,4,4,4,4.0,4,4,3,0,0.0,0
25243,25506,Female,Loyal Customer,56.0,Business travel,Eco,481,2,4,4,4,2.0,3.0,2,2,2,2,2.0,1,2,3,3,0.0,1
5213,5306,Male,Loyal Customer,65.0,Personal Travel,Eco,383,2,3,2,1,1.0,2.0,1,1,5,4,5.0,5,5,1,0,0.0,1
29597,29871,Male,disloyal Customer,49.0,Business travel,Eco,204,3,0,3,5,1.0,3.0,1,1,4,3,1.0,1,2,1,29,23.0,1
43304,43971,Male,Loyal Customer,20.0,Personal Travel,Eco,232,1,4,1,1,4.0,1.0,1,4,4,3,4.0,3,5,4,0,0.0,1
30635,30952,Female,Loyal Customer,24.0,Business travel,Eco,836,3,3,2,3,3.0,3.0,1,3,2,1,2.0,3,2,3,0,5.0,1
44642,45396,Female,Loyal Customer,54.0,Personal Travel,Eco,1437,3,5,3,1,5.0,3.0,4,3,3,3,3.0,5,3,3,41,31.0,1
56240,57486,Male,Loyal Customer,63.0,Personal Travel,Eco,1589,1,5,0,2,3.0,0.0,3,3,3,4,5.0,4,5,3,0,43.0,1
31346,31663,Female,disloyal Customer,22.0,Business travel,Eco,967,3,3,3,4,4.0,3.0,4,4,2,4,5.0,4,5,4,1,0.0,1
108418,109671,Female,disloyal Customer,23.0,Business travel,Eco,829,1,1,1,2,1.0,1.0,1,1,3,3,1.0,2,2,1,4,0.0,1
36205,36795,Male,Loyal Customer,33.0,Personal Travel,Eco,2704,2,5,2,4,2.0,1.0,1,4,5,3,4.0,1,5,1,2,45.0,1
65767,67013,Male,Loyal Customer,42.0,Business travel,Business,1995,1,1,2,1,5.0,5.0,5,4,4,4,4.0,5,4,4,0,0.0,0
19430,19622,Male,Loyal Customer,38.0,Personal Travel,Eco Plus,416,3,5,3,1,2.0,3.0,2,2,3,1,5.0,4,1,2,10,4.0,1
25423,25686,Female,Loyal Customer,48.0,Personal Travel,Business,528,3,5,3,4,5.0,5.0,4,2,2,3,2.0,4,2,5,34,19.0,1
127343,128647,Female,Loyal Customer,37.0,Business travel,Business,2347,4,4,4,4,3.0,4.0,4,4,4,4,4.0,5,4,5,0,0.0,0
92040,93293,Female,Loyal Customer,26.0,Personal Travel,Eco,806,0,5,0,2,3.0,0.0,5,3,5,3,4.0,5,3,3,4,2.0,0
27713,27976,Male,Loyal Customer,46.0,Business travel,Business,2378,3,3,3,3,4.0,4.0,4,5,2,5,2.0,4,3,4,0,1.0,0
44343,45094,Male,disloyal Customer,27.0,Business travel,Business,157,1,1,1,4,5.0,1.0,5,5,3,3,4.0,3,4,5,0,13.0,1
63393,64639,Male,Loyal Customer,39.0,Business travel,Business,190,4,4,4,4,4.0,5.0,5,5,5,4,4.0,3,5,5,0,4.0,0
39372,40036,Female,Loyal Customer,10.0,Personal Travel,Eco,575,2,4,2,3,2.0,2.0,2,2,3,4,4.0,5,5,2,0,14.0,1
64241,65487,Female,Loyal Customer,59.0,Personal Travel,Eco,1303,3,5,3,3,3.0,4.0,4,5,5,3,5.0,4,5,3,0,0.0,1
84381,85634,Female,Loyal Customer,43.0,Personal Travel,Eco,259,2,3,2,1,1.0,1.0,4,2,2,2,2.0,4,2,5,0,0.0,1
22339,22584,Male,disloyal Customer,45.0,Business travel,Eco,300,2,0,2,2,4.0,2.0,5,4,5,3,1.0,4,1,4,4,2.0,1
81301,82554,Male,Loyal Customer,51.0,Business travel,Business,3656,3,2,3,3,2.0,5.0,5,5,5,5,5.0,4,5,3,0,0.0,0
74180,75426,Female,Loyal Customer,43.0,Business travel,Eco,2342,1,4,4,4,3.0,2.0,4,1,1,1,1.0,2,1,1,2,13.0,1
105507,106760,Male,Loyal Customer,27.0,Personal Travel,Eco,829,2,4,1,2,4.0,1.0,4,4,3,4,5.0,3,4,4,0,0.0,1
101121,102374,Male,Loyal Customer,43.0,Business travel,Eco,223,5,1,1,1,5.0,5.0,5,5,1,4,1.0,4,4,5,32,30.0,0
118512,119765,Male,Loyal Customer,7.0,Personal Travel,Eco Plus,1325,3,5,3,4,2.0,3.0,4,2,3,5,4.0,5,5,2,0,6.0,1
96347,97600,Male,disloyal Customer,23.0,Business travel,Eco,442,2,2,2,4,4.0,2.0,4,4,4,3,4.0,3,3,4,0,0.0,1
97872,99125,Male,Loyal Customer,29.0,Personal Travel,Eco,237,4,5,4,1,1.0,4.0,1,1,3,4,5.0,4,4,1,16,13.0,1
16880,17054,Male,Loyal Customer,37.0,Business travel,Business,3346,3,3,5,3,4.0,5.0,2,5,5,5,5.0,1,5,4,0,0.0,0
50070,51280,Male,Loyal Customer,39.0,Business travel,Eco Plus,262,4,1,5,1,4.0,4.0,4,4,2,4,3.0,4,3,4,5,8.0,1
4258,4350,Male,Loyal Customer,52.0,Business travel,Business,2957,2,2,2,2,4.0,5.0,5,4,4,4,4.0,3,4,4,0,29.0,0
53331,54577,Female,Loyal Customer,60.0,Business travel,Business,3904,1,3,3,3,1.0,1.0,1,1,5,1,2.0,1,2,1,27,8.0,1
34256,34846,Male,Loyal Customer,8.0,Personal Travel,Eco Plus,264,3,3,3,4,4.0,3.0,4,4,2,5,4.0,3,2,4,0,0.0,1
40851,41515,Female,Loyal Customer,29.0,Business travel,Business,1428,2,2,2,2,3.0,3.0,3,3,3,5,3.0,4,1,3,0,0.0,0
84275,85528,Female,disloyal Customer,37.0,Business travel,Business,259,2,2,2,3,5.0,2.0,5,5,3,3,4.0,3,3,5,128,125.0,1
45221,45975,Female,Loyal Customer,21.0,Personal Travel,Business,483,1,0,1,1,1.0,1.0,1,1,3,5,4.0,4,4,1,0,12.0,1
25370,25633,Female,Loyal Customer,19.0,Business travel,Business,2496,2,4,4,4,2.0,2.0,2,2,3,1,3.0,2,4,2,0,0.0,1
46777,47591,Male,Loyal Customer,36.0,Business travel,Eco,1334,5,3,3,3,5.0,5.0,5,5,4,2,5.0,3,3,5,0,0.0,0
12579,12736,Female,Loyal Customer,15.0,Personal Travel,Eco,689,2,5,2,4,4.0,2.0,2,4,3,5,5.0,4,4,4,5,0.0,1
105831,107084,Female,Loyal Customer,70.0,Personal Travel,Eco Plus,395,3,2,3,4,5.0,4.0,3,3,3,3,3.0,1,3,3,0,0.0,1
110764,112017,Male,Loyal Customer,46.0,Business travel,Business,680,4,4,4,4,2.0,5.0,5,4,4,5,4.0,3,4,3,0,0.0,0
68704,69950,Female,Loyal Customer,40.0,Personal Travel,Eco,2174,2,4,1,2,2.0,1.0,2,2,4,5,5.0,5,4,2,0,0.0,1
37658,38248,Male,Loyal Customer,36.0,Business travel,Eco,1050,1,3,3,3,1.0,1.0,1,1,4,4,2.0,2,2,1,0,0.0,1
127586,128890,Female,Loyal Customer,50.0,Business travel,Business,2454,1,1,1,1,4.0,4.0,4,4,2,5,4.0,4,3,4,0,0.0,0
105129,106382,Female,Loyal Customer,49.0,Business travel,Business,3587,5,5,5,5,4.0,4.0,5,5,5,5,5.0,3,5,5,5,0.0,0
49666,50778,Male,Loyal Customer,65.0,Personal Travel,Eco,109,2,3,2,5,3.0,2.0,2,3,3,4,1.0,4,2,3,0,0.0,1
51613,52859,Female,Loyal Customer,40.0,Business travel,Eco Plus,1721,5,5,5,5,5.0,5.0,5,5,5,2,4.0,3,1,5,5,0.0,0
39521,40185,Male,Loyal Customer,43.0,Business travel,Eco,402,4,5,5,5,4.0,4.0,4,4,5,4,2.0,1,3,4,5,15.0,0
125118,126422,Female,disloyal Customer,52.0,Business travel,Eco Plus,590,2,1,1,4,3.0,2.0,1,3,3,2,3.0,3,3,3,49,68.0,1
30706,31023,Female,Loyal Customer,19.0,Personal Travel,Eco,391,5,5,5,1,3.0,5.0,3,3,5,4,5.0,3,4,3,0,0.0,0
117829,119082,Male,Loyal Customer,46.0,Business travel,Business,1107,5,5,4,5,4.0,5.0,4,5,5,5,5.0,3,5,3,1,0.0,0
97874,99127,Male,Loyal Customer,17.0,Personal Travel,Eco,237,3,4,0,4,2.0,0.0,2,2,4,5,5.0,4,5,2,0,0.0,1
98255,99508,Male,Loyal Customer,53.0,Personal Travel,Eco,283,4,4,4,3,5.0,4.0,2,5,4,2,5.0,4,5,5,6,11.0,1
8615,8719,Female,disloyal Customer,22.0,Personal Travel,Eco,280,2,5,5,2,2.0,5.0,1,2,4,5,2.0,4,2,2,0,0.0,1
113130,114383,Female,Loyal Customer,29.0,Personal Travel,Eco Plus,957,3,5,3,4,4.0,3.0,4,4,4,5,4.0,3,5,4,0,3.0,1
9875,9996,Female,Loyal Customer,37.0,Personal Travel,Eco,357,3,4,3,1,3.0,4.0,4,3,5,4,5.0,4,3,4,217,206.0,1
125039,126343,Male,Loyal Customer,64.0,Personal Travel,Eco,590,3,4,3,3,1.0,3.0,1,1,1,1,1.0,1,4,1,0,6.0,1
39913,40577,Male,Loyal Customer,49.0,Business travel,Eco,411,1,4,4,4,1.0,1.0,1,1,4,1,3.0,1,2,1,5,0.0,1
55594,56840,Female,Loyal Customer,50.0,Personal Travel,Eco Plus,1605,3,5,3,4,3.0,3.0,5,5,5,3,1.0,4,5,5,8,0.0,1
107196,108449,Male,Loyal Customer,40.0,Business travel,Business,1444,2,4,3,3,1.0,3.0,4,2,2,2,2.0,1,2,3,0,0.0,1
41215,41879,Female,Loyal Customer,49.0,Business travel,Eco,760,5,3,3,3,2.0,4.0,4,5,5,5,5.0,1,5,5,0,21.0,0
504,524,Female,Loyal Customer,50.0,Business travel,Business,3425,4,4,5,4,3.0,5.0,4,5,5,5,5.0,3,5,4,3,0.0,0
90363,91616,Female,Loyal Customer,59.0,Business travel,Business,1352,2,2,2,2,4.0,5.0,4,2,2,2,2.0,4,2,4,0,0.0,0
66968,68214,Male,Loyal Customer,31.0,Business travel,Business,3044,2,2,2,2,5.0,5.0,5,5,3,5,5.0,5,4,5,9,8.0,0
45629,46383,Male,Loyal Customer,51.0,Business travel,Eco,1013,3,1,1,1,3.0,3.0,3,3,2,5,3.0,3,3,3,30,19.0,1
42400,43065,Male,disloyal Customer,35.0,Business travel,Business,236,1,1,1,4,2.0,1.0,2,2,4,1,3.0,1,3,2,0,0.0,1
108072,109325,Male,Loyal Customer,10.0,Personal Travel,Eco,1188,2,4,2,2,5.0,2.0,5,5,3,2,4.0,4,4,5,32,25.0,1
65350,66596,Female,disloyal Customer,19.0,Business travel,Eco,761,1,1,1,4,5.0,1.0,5,5,3,1,3.0,3,4,5,0,7.0,1
57022,58268,Female,Loyal Customer,45.0,Business travel,Business,678,1,1,1,1,5.0,5.0,5,4,4,4,4.0,3,4,4,0,0.0,0
103448,104701,Female,Loyal Customer,69.0,Personal Travel,Eco,159,3,5,3,3,2.0,5.0,4,3,3,3,1.0,4,3,3,11,10.0,1
109984,111237,Male,Loyal Customer,39.0,Business travel,Business,1546,3,3,3,3,2.0,5.0,4,5,5,5,5.0,4,5,5,15,5.0,0
40916,41580,Female,Loyal Customer,51.0,Personal Travel,Eco,1504,2,4,2,2,4.0,3.0,4,5,5,2,5.0,4,5,4,0,0.0,1
36769,37359,Male,disloyal Customer,13.0,Business travel,Eco,944,4,4,4,4,2.0,4.0,2,2,1,5,5.0,2,4,2,0,0.0,0
17918,18100,Male,Loyal Customer,41.0,Business travel,Business,610,3,3,3,3,5.0,4.0,4,4,4,4,4.0,1,4,5,52,86.0,0
98170,99423,Male,Loyal Customer,49.0,Personal Travel,Eco,337,2,4,5,3,3.0,5.0,3,3,5,5,5.0,5,4,3,44,34.0,1
117418,118671,Female,disloyal Customer,20.0,Business travel,Eco,370,4,2,4,3,2.0,4.0,2,2,3,4,4.0,1,3,2,23,19.0,1
112194,113447,Male,Loyal Customer,53.0,Business travel,Business,223,2,5,5,5,3.0,4.0,4,2,2,3,2.0,4,2,3,24,23.0,1
27900,28163,Male,disloyal Customer,30.0,Business travel,Eco,834,1,1,1,4,1.0,1.0,2,1,4,4,3.0,1,3,1,0,0.0,1
79238,80488,Male,Loyal Customer,18.0,Personal Travel,Eco Plus,1299,2,2,2,4,5.0,2.0,3,5,2,4,4.0,2,4,5,1,0.0,1
29637,29914,Female,Loyal Customer,60.0,Business travel,Eco,123,5,1,1,1,5.0,2.0,2,5,5,5,5.0,1,5,4,0,0.0,0
41518,42182,Male,Loyal Customer,26.0,Business travel,Eco,550,4,1,1,1,4.0,4.0,4,4,2,1,5.0,3,5,4,0,0.0,0
5232,5325,Male,Loyal Customer,53.0,Business travel,Business,812,2,2,2,2,4.0,5.0,4,4,4,4,4.0,3,4,4,0,0.0,0
71176,72422,Male,Loyal Customer,39.0,Business travel,Business,985,1,1,1,1,3.0,4.0,5,4,4,5,4.0,3,4,3,0,7.0,0
123687,124982,Female,disloyal Customer,20.0,Business travel,Eco,184,2,2,2,3,3.0,2.0,3,3,4,1,3.0,1,3,3,0,0.0,1
40791,41455,Male,Loyal Customer,47.0,Business travel,Business,3282,4,4,4,4,3.0,3.0,3,4,4,4,4.0,2,4,1,0,0.0,1
66344,67590,Female,disloyal Customer,22.0,Business travel,Eco,1171,4,4,4,1,5.0,4.0,5,5,5,3,4.0,4,4,5,0,0.0,0
115541,116794,Female,Loyal Customer,63.0,Personal Travel,Eco Plus,333,3,3,3,3,2.0,4.0,3,5,5,3,5.0,4,5,2,2,6.0,1
53443,54689,Female,disloyal Customer,26.0,Business travel,Eco,854,2,2,2,4,1.0,2.0,1,1,2,4,4.0,1,3,1,0,29.0,1
99261,100514,Female,Loyal Customer,34.0,Business travel,Business,2022,4,2,2,2,1.0,3.0,3,4,4,4,4.0,4,4,3,83,81.0,1
40966,41630,Female,disloyal Customer,36.0,Business travel,Eco,374,2,1,2,1,2.0,2.0,2,2,4,3,2.0,4,1,2,49,57.0,1
125984,127288,Male,Loyal Customer,55.0,Business travel,Business,2460,1,1,4,1,4.0,4.0,5,5,5,5,5.0,3,5,4,2,17.0,0
40372,41036,Female,disloyal Customer,13.0,Business travel,Eco,1086,2,2,2,3,3.0,2.0,3,3,1,1,5.0,2,3,3,0,2.0,1
47170,47984,Female,Loyal Customer,57.0,Personal Travel,Eco,412,2,4,2,4,3.0,5.0,4,2,2,2,2.0,5,2,3,7,6.0,1
1704,1795,Male,Loyal Customer,60.0,Business travel,Business,1613,4,4,5,4,4.0,4.0,4,4,4,4,4.0,4,4,4,0,0.0,0
10120,10241,Female,Loyal Customer,35.0,Personal Travel,Business,458,3,5,3,2,2.0,4.0,4,1,1,3,1.0,4,1,3,84,69.0,1
115267,116520,Male,Loyal Customer,62.0,Personal Travel,Eco,325,2,2,2,4,1.0,2.0,1,1,3,4,3.0,2,4,1,56,56.0,1
105550,106803,Female,Loyal Customer,47.0,Business travel,Eco,977,5,3,4,3,2.0,2.0,5,5,5,5,5.0,1,5,3,0,0.0,0
61639,62885,Male,Loyal Customer,28.0,Personal Travel,Eco Plus,2218,4,2,4,4,1.0,4.0,1,1,3,3,4.0,2,4,1,0,0.0,1
41457,42121,Male,Loyal Customer,7.0,Personal Travel,Eco,964,1,4,1,4,2.0,1.0,2,2,5,4,4.0,5,5,2,0,1.0,1
64634,65880,Male,Loyal Customer,60.0,Business travel,Business,1389,1,1,1,1,4.0,5.0,4,2,2,2,2.0,4,2,3,0,0.0,0
111432,112685,Male,disloyal Customer,26.0,Business travel,Business,697,5,4,4,3,1.0,4.0,1,1,4,2,4.0,3,4,1,34,33.0,0
52714,53960,Male,Loyal Customer,48.0,Business travel,Business,1325,3,3,3,3,5.0,4.0,4,5,5,5,5.0,3,5,5,6,2.0,0
85897,87150,Female,Loyal Customer,10.0,Personal Travel,Eco Plus,594,1,4,1,4,3.0,1.0,3,3,3,3,4.0,4,4,3,27,18.0,1
85066,86319,Male,Loyal Customer,46.0,Personal Travel,Eco Plus,226,1,4,1,3,1.0,1.0,1,1,5,4,4.0,3,5,1,22,34.0,1
55981,57227,Female,Loyal Customer,40.0,Personal Travel,Eco,1514,2,3,2,5,1.0,2.0,1,1,2,5,2.0,5,3,1,0,0.0,1
125585,126889,Male,Loyal Customer,53.0,Personal Travel,Eco,2125,2,1,2,3,4.0,2.0,4,4,3,4,4.0,4,3,4,0,0.0,1
29398,29661,Male,Loyal Customer,52.0,Personal Travel,Eco,680,0,4,0,1,5.0,0.0,5,5,3,2,5.0,3,4,5,6,3.0,0
106680,107933,Male,disloyal Customer,39.0,Business travel,Business,611,3,3,3,5,4.0,3.0,4,4,3,5,5.0,5,4,4,0,0.0,1
33441,34029,Female,Loyal Customer,36.0,Personal Travel,Eco,1598,3,5,3,4,2.0,3.0,2,2,5,5,4.0,5,5,2,27,6.0,1
74686,75932,Male,Loyal Customer,48.0,Business travel,Business,1894,3,5,3,3,5.0,5.0,5,5,5,5,5.0,5,5,5,307,299.0,0
17178,17352,Female,Loyal Customer,11.0,Business travel,Business,1834,2,1,1,1,2.0,2.0,2,2,4,5,4.0,4,4,2,0,0.0,1
81857,83110,Male,Loyal Customer,60.0,Personal Travel,Eco,1127,2,5,2,1,2.0,2.0,2,2,3,3,5.0,4,4,2,0,0.0,1
7755,7859,Male,disloyal Customer,24.0,Business travel,Business,910,4,2,4,2,4.0,4.0,2,4,4,5,4.0,4,4,4,0,19.0,0
63373,64619,Female,Loyal Customer,46.0,Business travel,Business,2340,1,1,1,1,2.0,4.0,5,5,5,5,4.0,3,5,3,0,0.0,0
72502,73748,Male,Loyal Customer,40.0,Personal Travel,Eco,192,2,3,2,5,5.0,2.0,1,5,4,2,4.0,5,5,5,0,6.0,1
82229,83482,Male,Loyal Customer,40.0,Business travel,Business,3722,3,3,3,3,4.0,5.0,4,4,4,5,4.0,5,4,4,0,0.0,0
121912,123192,Male,Loyal Customer,37.0,Personal Travel,Eco,650,2,3,3,4,5.0,3.0,5,5,3,2,4.0,4,4,5,0,0.0,1
127830,129134,Male,Loyal Customer,25.0,Business travel,Business,2728,5,5,1,5,5.0,5.0,5,5,3,4,5.0,5,5,5,0,0.0,0
34852,35442,Female,Loyal Customer,43.0,Personal Travel,Eco,1005,3,4,3,2,5.0,1.0,3,2,2,3,2.0,3,2,2,0,10.0,1
56965,58211,Female,Loyal Customer,31.0,Personal Travel,Eco,925,1,5,1,3,5.0,1.0,5,5,3,4,5.0,3,4,5,44,36.0,1
8037,8141,Male,disloyal Customer,33.0,Business travel,Eco,335,2,2,2,4,4.0,2.0,2,4,2,1,4.0,1,4,4,0,0.0,1
58075,59321,Female,Loyal Customer,26.0,Business travel,Business,2486,4,4,4,4,2.0,2.0,2,2,3,3,4.0,4,5,2,13,0.0,0
15013,15187,Male,Loyal Customer,44.0,Business travel,Eco,544,4,2,3,2,5.0,4.0,5,5,5,1,4.0,2,4,5,42,11.0,0
35023,35613,Male,Loyal Customer,7.0,Personal Travel,Eco Plus,828,2,5,2,4,3.0,2.0,3,3,3,5,5.0,4,5,3,11,20.0,1
108915,110168,Male,Loyal Customer,63.0,Personal Travel,Eco,1072,3,2,3,3,2.0,3.0,2,2,1,3,3.0,4,4,2,0,0.0,1
70416,71662,Male,Loyal Customer,59.0,Personal Travel,Eco,1197,3,2,3,4,4.0,3.0,2,4,2,5,2.0,4,4,4,8,1.0,1
115459,116712,Female,disloyal Customer,21.0,Business travel,Business,371,2,2,2,3,1.0,2.0,1,1,4,5,3.0,3,4,1,0,0.0,1
50833,52079,Female,Loyal Customer,29.0,Business travel,Business,2146,5,5,3,5,4.0,4.0,4,4,1,2,5.0,2,3,4,13,11.0,0
12737,12894,Male,Loyal Customer,29.0,Business travel,Business,3243,1,1,1,1,4.0,4.0,4,4,3,5,5.0,2,4,4,0,4.0,0
48475,49379,Female,Loyal Customer,25.0,Business travel,Business,337,2,5,1,5,2.0,2.0,2,2,2,4,4.0,2,4,2,0,0.0,1
42292,42957,Female,Loyal Customer,51.0,Business travel,Eco,192,4,1,1,1,2.0,5.0,1,4,4,4,4.0,5,4,3,0,0.0,0
56461,57707,Male,Loyal Customer,10.0,Personal Travel,Eco,867,3,5,2,2,2.0,2.0,2,2,5,2,5.0,4,5,2,0,3.0,1
37192,37782,Male,Loyal Customer,34.0,Business travel,Eco Plus,944,4,5,5,5,4.0,4.0,4,4,2,5,2.0,3,3,4,14,0.0,1
1559,1649,Male,Loyal Customer,77.0,Business travel,Business,1621,4,1,1,1,5.0,3.0,3,4,4,4,4.0,3,4,2,0,0.0,1
50541,51787,Male,Loyal Customer,45.0,Personal Travel,Eco,509,3,4,3,1,4.0,3.0,4,4,5,5,4.0,4,4,4,0,0.0,1
95012,96265,Male,Loyal Customer,68.0,Personal Travel,Eco,666,2,4,2,1,4.0,2.0,4,4,5,5,4.0,3,5,4,12,8.0,1
30433,30750,Female,Loyal Customer,57.0,Personal Travel,Eco,977,4,4,4,5,3.0,4.0,4,5,5,4,5.0,3,5,4,2,5.0,1
51886,53132,Female,Loyal Customer,47.0,Personal Travel,Eco Plus,2065,4,5,4,4,2.0,4.0,4,4,4,4,4.0,5,4,5,5,23.0,1
116860,118113,Male,Loyal Customer,38.0,Business travel,Business,1300,4,4,4,4,3.0,4.0,4,5,5,5,5.0,5,5,4,0,0.0,0
123916,125220,Male,Loyal Customer,16.0,Personal Travel,Eco,651,3,4,2,2,2.0,2.0,1,2,5,1,5.0,5,3,2,7,0.0,1
54005,55251,Female,Loyal Customer,17.0,Personal Travel,Eco,1009,4,2,4,2,2.0,4.0,5,2,2,3,3.0,2,2,2,0,0.0,1
32086,32542,Male,Loyal Customer,79.0,Business travel,Eco,163,2,3,3,3,3.0,2.0,3,3,4,4,3.0,3,3,3,0,0.0,1
